p e n/n0 cs2 p_norm muB X
1.247e+03 4.189e+03 1.335e-01 3.121e-01 7.013e-01 1.953e+00 4
1.263e+03 4.242e+03 1.348e-01 3.122e-01 7.020e-01 1.959e+00 4
1.280e+03 4.295e+03 1.361e-01 3.123e-01 7.028e-01 1.965e+00 4
1.297e+03 4.349e+03 1.374e-01 3.124e-01 7.035e-01 1.970e+00 4
1.314e+03 4.404e+03 1.387e-01 3.125e-01 7.043e-01 1.976e+00 4
1.331e+03 4.459e+03 1.401e-01 3.126e-01 7.050e-01 1.982e+00 4
1.349e+03 4.516e+03 1.414e-01 3.126e-01 7.058e-01 1.988e+00 4
1.366e+03 4.572e+03 1.428e-01 3.127e-01 7.065e-01 1.994e+00 4
1.384e+03 4.630e+03 1.442e-01 3.128e-01 7.072e-01 2.000e+00 4
1.402e+03 4.688e+03 1.456e-01 3.129e-01 7.080e-01 2.006e+00 4
1.421e+03 4.747e+03 1.470e-01 3.130e-01 7.087e-01 2.012e+00 4
1.440e+03 4.806e+03 1.484e-01 3.131e-01 7.094e-01 2.018e+00 4
1.458e+03 4.867e+03 1.498e-01 3.131e-01 7.101e-01 2.024e+00 4
1.478e+03 4.928e+03 1.513e-01 3.132e-01 7.108e-01 2.031e+00 4
1.497e+03 4.990e+03 1.527e-01 3.133e-01 7.116e-01 2.037e+00 4
1.517e+03 5.053e+03 1.542e-01 3.134e-01 7.123e-01 2.043e+00 4
1.537e+03 5.116e+03 1.557e-01 3.135e-01 7.130e-01 2.049e+00 4
1.557e+03 5.180e+03 1.572e-01 3.135e-01 7.137e-01 2.055e+00 4
1.577e+03 5.245e+03 1.587e-01 3.136e-01 7.144e-01 2.061e+00 4
1.598e+03 5.311e+03 1.602e-01 3.137e-01 7.151e-01 2.068e+00 4
1.619e+03 5.378e+03 1.618e-01 3.138e-01 7.158e-01 2.074e+00 4
1.640e+03 5.445e+03 1.634e-01 3.139e-01 7.165e-01 2.080e+00 4
1.661e+03 5.513e+03 1.649e-01 3.139e-01 7.172e-01 2.086e+00 4
1.683e+03 5.583e+03 1.665e-01 3.140e-01 7.179e-01 2.093e+00 4
1.705e+03 5.653e+03 1.681e-01 3.141e-01 7.185e-01 2.099e+00 4
1.727e+03 5.724e+03 1.697e-01 3.142e-01 7.192e-01 2.105e+00 4
1.750e+03 5.795e+03 1.714e-01 3.143e-01 7.199e-01 2.112e+00 4
1.773e+03 5.868e+03 1.730e-01 3.143e-01 7.206e-01 2.118e+00 4
1.796e+03 5.941e+03 1.747e-01 3.144e-01 7.212e-01 2.124e+00 4
1.819e+03 6.016e+03 1.764e-01 3.145e-01 7.219e-01 2.131e+00 4
1.843e+03 6.091e+03 1.780e-01 3.146e-01 7.226e-01 2.137e+00 4
1.867e+03 6.168e+03 1.798e-01 3.146e-01 7.232e-01 2.144e+00 4
1.891e+03 6.245e+03 1.815e-01 3.147e-01 7.239e-01 2.150e+00 4
1.895e+03 6.257e+03 1.818e-01 3.147e-01 7.240e-01 2.151e+00 4
2.210e+03 7.258e+03 2.037e-01 3.156e-01 7.316e-01 2.230e+00 4
2.563e+03 8.374e+03 2.272e-01 3.164e-01 7.386e-01 2.308e+00 4
2.956e+03 9.613e+03 2.526e-01 3.171e-01 7.451e-01 2.387e+00 4
3.391e+03 1.099e+04 2.797e-01 3.178e-01 7.510e-01 2.465e+00 4
3.873e+03 1.250e+04 3.087e-01 3.184e-01 7.566e-01 2.544e+00 4
4.404e+03 1.416e+04 3.396e-01 3.190e-01 7.617e-01 2.622e+00 4
4.986e+03 1.599e+04 3.725e-01 3.195e-01 7.665e-01 2.701e+00 4
5.625e+03 1.799e+04 4.074e-01 3.200e-01 7.709e-01 2.779e+00 4
6.322e+03 2.016e+04 4.445e-01 3.205e-01 7.751e-01 2.858e+00 4
7.082e+03 2.253e+04 4.837e-01 3.209e-01 7.790e-01 2.937e+00 4
7.908e+03 2.511e+04 5.251e-01 3.213e-01 7.827e-01 3.015e+00 4
8.803e+03 2.789e+04 5.688e-01 3.217e-01 7.861e-01 3.094e+00 4
9.773e+03 3.090e+04 6.149e-01 3.220e-01 7.894e-01 3.172e+00 4
1.082e+04 3.415e+04 6.634e-01 3.224e-01 7.925e-01 3.251e+00 4
1.195e+04 3.765e+04 7.144e-01 3.227e-01 7.954e-01 3.329e+00 4
1.316e+04 4.141e+04 7.679e-01 3.230e-01 7.981e-01 3.408e+00 4
1.446e+04 4.544e+04 8.241e-01 3.233e-01 8.008e-01 3.486e+00 4
1.586e+04 4.976e+04 8.828e-01 3.235e-01 8.033e-01 3.565e+00 4
1.736e+04 5.439e+04 9.443e-01 3.238e-01 8.056e-01 3.643e+00 4
1.896e+04 5.932e+04 1.009e+00 3.240e-01 8.079e-01 3.722e+00 4
2.066e+04 6.459e+04 1.076e+00 3.243e-01 8.100e-01 3.801e+00 4
2.248e+04 7.019e+04 1.146e+00 3.245e-01 8.121e-01 3.879e+00 4
2.442e+04 7.616e+04 1.219e+00 3.247e-01 8.141e-01 3.958e+00 4
2.648e+04 8.250e+04 1.295e+00 3.249e-01 8.159e-01 4.036e+00 4
2.866e+04 8.922e+04 1.374e+00 3.251e-01 8.177e-01 4.115e+00 4
3.098e+04 9.635e+04 1.456e+00 3.253e-01 8.195e-01 4.193e+00 4
3.343e+04 1.039e+05 1.542e+00 3.254e-01 8.211e-01 4.272e+00 4
3.603e+04 1.119e+05 1.630e+00 3.256e-01 8.227e-01 4.350e+00 4
3.878e+04 1.203e+05 1.722e+00 3.258e-01 8.242e-01 4.429e+00 4
4.168e+04 1.292e+05 1.818e+00 3.259e-01 8.257e-01 4.508e+00 4
4.473e+04 1.386e+05 1.917e+00 3.261e-01 8.271e-01 4.586e+00 4
4.796e+04 1.485e+05 2.019e+00 3.262e-01 8.285e-01 4.665e+00 4
5.135e+04 1.589e+05 2.125e+00 3.263e-01 8.298e-01 4.743e+00 4
5.492e+04 1.698e+05 2.235e+00 3.265e-01 8.311e-01 4.822e+00 4
5.868e+04 1.813e+05 2.349e+00 3.266e-01 8.323e-01 4.900e+00 4
6.262e+04 1.934e+05 2.466e+00 3.267e-01 8.335e-01 4.979e+00 4
6.675e+04 2.060e+05 2.587e+00 3.268e-01 8.346e-01 5.057e+00 4
7.109e+04 2.193e+05 2.712e+00 3.269e-01 8.357e-01 5.136e+00 4
7.564e+04 2.332e+05 2.840e+00 3.271e-01 8.368e-01 5.214e+00 4
8.040e+04 2.478e+05 2.973e+00 3.272e-01 8.378e-01 5.293e+00 4
8.538e+04 2.630e+05 3.110e+00 3.273e-01 8.388e-01 5.372e+00 4
9.059e+04 2.789e+05 3.251e+00 3.274e-01 8.398e-01 5.450e+00 4
9.603e+04 2.955e+05 3.396e+00 3.275e-01 8.407e-01 5.529e+00 4
1.017e+05 3.129e+05 3.546e+00 3.276e-01 8.416e-01 5.607e+00 4
1.077e+05 3.310e+05 3.700e+00 3.276e-01 8.425e-01 5.686e+00 4
1.138e+05 3.499e+05 3.858e+00 3.277e-01 8.433e-01 5.764e+00 4
1.203e+05 3.696e+05 4.021e+00 3.278e-01 8.442e-01 5.843e+00 4
1.270e+05 3.901e+05 4.188e+00 3.279e-01 8.450e-01 5.921e+00 4
1.340e+05 4.114e+05 4.360e+00 3.279e-01 8.458e-01 6.000e+00 4
