R M
1.005710240518331133e+01 8.641122298882659702e-01
8.457847240248376863e+00 6.249232061708144270e-01
9.476327582419656892e+00 6.490120589296746179e-01
9.740492857284230865e+00 1.111549776609028317e+00
7.953160638928431503e+00 9.209224109355149679e-01
1.050038470681555758e+01 8.218521200396462500e-01
1.009571164111756936e+01 6.404765168421144850e-01
7.653915068238999808e+00 1.126785001502562000e+00
8.926027802156653479e+00 1.060377060247723602e+00
1.031413876604998237e+01 8.392758397231663281e-01
8.389943429452545232e+00 1.399156768311723198e+00
6.681962342686871281e+00 1.231249086681064364e+00
1.097356370336446751e+01 1.504106475500173179e+00
9.716067028906634206e+00 8.453267937847572799e-01
6.432159118108220497e+00 1.137745015537482862e+00
1.009833534436437752e+01 7.088636862927282234e-01
1.008795006566430352e+01 6.801899027917228668e-01
9.995570164274539593e+00 8.073055474760698624e-01
1.031081804007066083e+01 9.198103929950210977e-01
7.044536638541620377e+00 1.196530017326411066e+00
1.224258679345616940e+01 6.665309093478899438e-01
9.431258264049873219e+00 1.147568090640863403e+00
9.764152681667546574e+00 1.154350603337559455e+00
9.490682441606740127e+00 8.447818516523502019e-01
9.832658331662774032e+00 6.753891636730275927e-01
9.482463399838387375e+00 1.020001193105560588e+00
1.161511861431459280e+01 8.999482420535117599e-01
1.112291706232463362e+01 8.038174684957160032e-01
1.045273340928934758e+01 1.087450273193280248e+00
1.015603884081188824e+01 5.517050696816875321e-01
1.050299582204320892e+01 6.177089114085583255e-01
8.421786904527206019e+00 8.438213273430199557e-01
9.489614980189013949e+00 9.656389631362647386e-01
1.098276754956231116e+01 4.808079279744920664e-01
9.712765650161966136e+00 5.595844086602930201e-01
9.050644330197691545e+00 5.780536048934611371e-01
8.898042710460167370e+00 8.821308181074244414e-01
9.826375843033261503e+00 4.415562651834097352e-01
9.965360522594593817e+00 5.319516382862707893e-01
7.101021805313525448e+00 1.303700527704123591e+00
1.002646677068113590e+01 1.359858065796409665e+00
1.132211403930385174e+01 6.748946083002946850e-01
1.078216663332361946e+01 7.585408955340409154e-01
1.220029534579440877e+01 5.515993017125326858e-01
1.020020944669110818e+01 7.303406802758634075e-01
9.123381982127142464e+00 6.305093236183665351e-01
8.215347052180209886e+00 1.316989548302418767e+00
7.603855550343951109e+00 1.210457231193934113e+00
8.865239736034361329e+00 8.905415354860219956e-01
9.707223148751918274e+00 7.921824791679785704e-01
1.031292877189665624e+01 7.179552814785530312e-01
5.886388216495129555e+00 1.242887282134678362e+00
1.159093188740438762e+01 9.026665066709611551e-01
9.062602569154144305e+00 5.444582854102197889e-01
1.111319462717172080e+01 1.235589076661368413e+00
1.028267050522172354e+01 5.990935876539618121e-01
8.865178287218695274e+00 8.473013637089115146e-01
9.155920829799539362e+00 7.288875932681949665e-01
8.789950817430254304e+00 7.373638652783021108e-01
7.061467471223275894e+00 1.294726501660074636e+00
9.641394396098288411e+00 7.435727187651608450e-01
9.706340983226091623e+00 8.932101207115672459e-01
1.017157259387883173e+01 4.835019771380245079e-01
9.471436209429029418e+00 1.056923221923637524e+00
9.359259628382989860e+00 8.859265932865866278e-01
9.851072283266173457e+00 8.697919237508269230e-01
9.901137694265662148e+00 9.018685303807796316e-01
8.313191761137517233e+00 9.871676790692771597e-01
1.012722058160871796e+01 7.812367070196732932e-01
1.179899876630560840e+01 1.013275153627568148e+00
1.090134047103040160e+01 8.590411578929335601e-01
7.882767204800008365e+00 1.049453497431449778e+00
9.918542149664482110e+00 6.946589293173061064e-01
1.167736517145739583e+01 7.967006086804803155e-01
1.128453113267886465e+01 6.636158404975942560e-01
1.034008832803279176e+01 8.972192752780755454e-01
8.042966856825223942e+00 1.033062487787037353e+00
9.439526105694877600e+00 6.442556648128718866e-01
9.325230440130063414e+00 1.287099980413572986e+00
1.122958506618811292e+01 7.274292832584421387e-01
8.940725225681539712e+00 1.314198348406113492e+00
9.867682242540460891e+00 7.733936259253347822e-01
9.059607032198625731e+00 1.093270568912318552e+00
9.271052941441125128e+00 6.251606678848774523e-01
1.017487437088792390e+01 4.570456352934153532e-01
8.728283864295971028e+00 1.082792510042001055e+00
8.893249764019861558e+00 1.249366133283342339e+00
9.915146780197527931e+00 4.946895674700276802e-01
1.074246451004282932e+01 6.003006693502117574e-01
1.139652616752985281e+01 1.077206061597378639e+00
7.095551351289246966e+00 8.449508450495900602e-01
9.313224867332273504e+00 1.092510544444759812e+00
1.260730212533604444e+01 6.832070820123028465e-01
8.526461543707151591e+00 3.881481086094660249e-01
8.061697619939728554e+00 9.726136873936466198e-01
8.321761003230784937e+00 1.381243646657469792e+00
8.710470204972041941e+00 7.816310927743499448e-01
8.370594533484421618e+00 1.143090065766566354e+00
6.209664240271361102e+00 1.105395683818493291e+00
1.186122253590862918e+01 7.985129062984421822e-01
8.144802374537549738e+00 4.263481850524889483e-01
8.883281889162249811e+00 8.580981176253710263e-01
9.275139560319201948e+00 9.564439008596640202e-01
9.156525909226171933e+00 7.045330005379975002e-01
9.014503675871726074e+00 1.094533305720783778e+00
1.088692321310939803e+01 1.080439610672462303e+00
1.124636542758364932e+01 7.470724602605172127e-01
1.054992517492441451e+01 6.468297872275494687e-01
9.132464162263264740e+00 1.297843450125736764e+00
9.344697698856140988e+00 4.567681446154824298e-01
1.094996604760173042e+01 5.360034836091828181e-01
9.658246160088367560e+00 8.557121448270181840e-01
9.824307124756078480e+00 1.314413783515123280e+00
1.109048922160599915e+01 6.579745918524504411e-01
9.335326747933152092e+00 8.319558522884675789e-01
8.394008934914300113e+00 7.710076581924606431e-01
1.079952688527601978e+01 5.912889901098266066e-01
1.061881045847034066e+01 7.153500174184163063e-01
8.844538559255354926e+00 9.597537606957494694e-01
1.034197859725617619e+01 7.846540762685598747e-01
9.600710004824598798e+00 4.126445166730378089e-01
9.283896433176945351e+00 8.871855625188753702e-01
9.850801705491818439e+00 7.791255290744947271e-01
1.080481259847043773e+01 5.195811113114015001e-01
1.127309608293886356e+01 5.212918634339741564e-01
1.063879859616005952e+01 8.927623699686955128e-01
1.026759885572945663e+01 1.010032649286826345e+00
7.103333956732859278e+00 1.143933615584933783e+00
1.074720478476229601e+01 6.046759793896556712e-01
1.084170301377633905e+01 1.114604337087658159e+00
9.529816170501771211e+00 9.489868919025383764e-01
9.103919645579384934e+00 1.435278700035567567e+00
8.853048362375005809e+00 5.401181338188570935e-01
9.445704123889585802e+00 1.018273998762302401e+00
9.131375278477621649e+00 7.834499286346003899e-01
8.445375813971839563e+00 1.036804208333517607e+00
1.070303402321073349e+01 6.012827099297973765e-01
1.001832807519855528e+01 5.367096923150829202e-01
1.011901629860605034e+01 5.361697717500266691e-01
1.032243667982768009e+01 5.577917733481116969e-01
9.806851752631672525e+00 8.394310819648360678e-01
6.247337847886341500e+00 1.244125340826416792e+00
9.342263484193486178e+00 9.807646082822039091e-01
1.010666775465995926e+01 8.354405155637315561e-01
9.532781247419727322e+00 7.135583419266229299e-01
8.804008961452469251e+00 1.022297937793514633e+00
1.084437259868021464e+01 6.155914405769977726e-01
8.983008587472994577e+00 1.151167687481291946e+00
8.015718902231839138e+00 1.469328780398959644e+00
9.245863509258988699e+00 3.974681403355232456e-01
6.877126639879451275e+00 1.227033162195727556e+00
8.425913207584621034e+00 1.234442734218006432e+00
9.480649307456925357e+00 4.393864268525679018e-01
7.998762449285978349e+00 1.322295394082704467e+00
8.850478941545336653e+00 6.867189468438092970e-01
8.530069302140159238e+00 9.888110940386329872e-01
9.511324339785890203e+00 6.851742142728620699e-01
7.710222652401257371e+00 9.400239370636778169e-01
9.772544313167202290e+00 9.014989041314462881e-01
7.596307248761990927e+00 1.198017930964497824e+00
8.982351153779562836e+00 4.499633363579448875e-01
8.938565730458604364e+00 1.040681395542474963e+00
9.839783463975924960e+00 1.269163817566523633e+00
1.111036765827915040e+01 7.879281760646846822e-01
8.634275353454913926e+00 5.427445025993686833e-01
9.754191086949861145e+00 8.885108198399094270e-01
9.453373130524358459e+00 4.404387917530495078e-01
1.079148255594474470e+01 8.477791313787182981e-01
9.816739161710380301e+00 9.325973915795672253e-01
1.018960528556650758e+01 5.737669992466162272e-01
7.429851343863368207e+00 1.251329255836111765e+00
9.052532722189130965e+00 7.380991002780105115e-01
1.026939039289953115e+01 1.215335776532645795e+00
9.014134958943877507e+00 9.420421257463731379e-01
9.952184379486604726e+00 8.235028171655087714e-01
1.008043025459430098e+01 9.840806839066622569e-01
9.793133770668573490e+00 4.585371399854225594e-01
9.998505054986646101e+00 7.897875430363057170e-01
1.004956281281999431e+01 6.834298506871878676e-01
1.084871204033882819e+01 8.612059140524286338e-01
9.598942113771986584e+00 6.509927437196277866e-01
1.160487463377392814e+01 8.718242327077603271e-01
1.076732713357010418e+01 4.463900431241120126e-01
9.964314049117941607e+00 8.274525658639707570e-01
9.639646302548992907e+00 1.007613191693848442e+00
1.048777398294061314e+01 7.496700085091080323e-01
9.091989595382763412e+00 9.517361279325382561e-01
8.252682182962100654e+00 8.208252529781162599e-01
9.315683979349740795e+00 1.039498233784533099e+00
8.288110155844679028e+00 1.134592760946223855e+00
1.028369087927260139e+01 5.734227194959847784e-01
1.207262848658368526e+01 6.413069732965301917e-01
1.121492133727271323e+01 7.491544956760698426e-01
9.718084102126500312e+00 6.411365960035131373e-01
8.355559094227759331e+00 8.885780070475067793e-01
8.342735437793479036e+00 1.151928688883475216e+00
1.093272561657149922e+01 6.779327305815459059e-01
1.104603763496201374e+01 5.539097372444891088e-01
8.202669257036614425e+00 8.204213547988518096e-01
8.234024682529646810e+00 1.092048907886261411e+00
9.104464361789695204e+00 7.334780091686938786e-01
9.041580036815240362e+00 5.915711430183757669e-01
9.670002559799909747e+00 7.941091416120746871e-01
7.264735432772390311e+00 1.273042638222781964e+00
1.019111371274603428e+01 9.810227680899938907e-01
9.282870080413742286e+00 7.737734511317335695e-01
1.104638013132965213e+01 9.848977527549833688e-01
9.125118776509596685e+00 4.162259744602874179e-01
1.069506293218976190e+01 5.302781587029706811e-01
8.232174552749880192e+00 9.832892790409845096e-01
8.599656205048162860e+00 5.552935314824671842e-01
9.801727394855795694e+00 5.884686436708786994e-01
9.542482102974918945e+00 4.599712010922581973e-01
8.365076766792075347e+00 1.151483667675488931e+00
9.967874138769243331e+00 5.972899806483433771e-01
9.106837701101147431e+00 9.584024034247752288e-01
9.703538663685543852e+00 8.797586806562434081e-01
7.228202993213468375e+00 1.042108376859502750e+00
9.328346398016250873e+00 3.659249629201060117e-01
1.131605763814999932e+01 6.966570240939863323e-01
9.891985145252416345e+00 5.751449209578067823e-01
8.639868139503587230e+00 1.061186587994339625e+00
9.460473955757723985e+00 1.177061549264963869e+00
1.254472195558802383e+01 9.288005216244877849e-01
9.468701385228522227e+00 3.277815126551336666e-01
9.722565149433433973e+00 9.529935722450852964e-01
1.052670886990369681e+01 8.188291467749819752e-01
1.002536883319364946e+01 4.334389442335399023e-01
1.180919358501940053e+01 8.686391502565344869e-01
9.699095128500232477e+00 7.474986899781905780e-01
9.551646830335304372e+00 5.249867742924591019e-01
1.062640315817314729e+01 8.829534100358134019e-01
8.952521478376601394e+00 9.938799035038961005e-01
8.674719120578311404e+00 7.975118989475543652e-01
9.073881303998218684e+00 9.605886589765886274e-01
9.422680900788620306e+00 9.775541956688096334e-01
7.844169232310319373e+00 1.081886851978052233e+00
9.842271976638311770e+00 8.711755129679997767e-01
9.610593365745632610e+00 1.086433780683361938e+00
1.014774980340214583e+01 5.160212706254351245e-01
1.058932851041104684e+01 1.090150740227784354e+00
7.407500380144063534e+00 1.161418918649652632e+00
1.042836059895170742e+01 1.362493622296718332e+00
1.003744314203296284e+01 9.182242560760426331e-01
1.135872486960940009e+01 6.182623277713007459e-01
8.766641536427254522e+00 6.893067735802647089e-01
1.081465921962536569e+01 1.214845532019608987e+00
7.488066690694237693e+00 7.364467483990282393e-01
9.022108590362108771e+00 6.738785199177514951e-01
9.140208633522922455e+00 4.571546916271951866e-01
9.787104098252248363e+00 8.373529715285965569e-01
9.573324630061694762e+00 5.170412487617905839e-01
1.139182435670419657e+01 6.745408004578167249e-01
9.890252387784450150e+00 7.026661455130329692e-01
1.107419046738069213e+01 6.035763477387126041e-01
9.142199602654082824e+00 4.780066987954439406e-01
1.051747195693907955e+01 9.085815231487216481e-01
9.616615159471130880e+00 1.040414200348864782e+00
9.698771344509433234e+00 9.671672393150250180e-01
1.031534073296322873e+01 6.879240050369277437e-01
8.770118014239749016e+00 1.453868418920588601e+00
1.157781215884311621e+01 1.160120753123606407e+00
1.028195915002957328e+01 6.910326303801087588e-01
8.415380659543281183e+00 9.559009170324759275e-01
8.382097657194430340e+00 1.037203190776534889e+00
8.332319369378828000e+00 8.798968820937633772e-01
9.123630987715005247e+00 1.186867613587684112e+00
8.515425693607809876e+00 1.134250470608828776e+00
1.021482414411866380e+01 7.599686111413321843e-01
1.040725772382918457e+01 1.085505699015645975e+00
9.700221356089869573e+00 1.033792356246412414e+00
9.538551255007622132e+00 9.961926415291441073e-01
1.034311525892722550e+01 1.328912322727645368e+00
9.710323947840922898e+00 4.297270609155020571e-01
1.039992910429778483e+01 5.693881389497075229e-01
1.075542031042486535e+01 5.315162539228117655e-01
8.799789955066220415e+00 8.367497063026556603e-01
1.014042015538800179e+01 6.925001963011533368e-01
9.461574344960475003e+00 9.370791805115055162e-01
9.714177487916650477e+00 6.697378434661096502e-01
1.059859147411828673e+01 6.610760931373589333e-01
8.773493917148634580e+00 8.212364572496464454e-01
1.031428791048185190e+01 5.577250482174718194e-01
1.026593786601954861e+01 6.302982727688137832e-01
6.875652175211103057e+00 9.809248936729766388e-01
9.950610160003233062e+00 6.372151633458775777e-01
1.118836488662425666e+01 5.343933598645664862e-01
9.888725564326719564e+00 9.755209603634096283e-01
1.003973650555908215e+01 5.393518654985165472e-01
1.059570467385786330e+01 6.386376743891525321e-01
9.263102828920370513e+00 4.161535010356506303e-01
6.395448879611064896e+00 1.126649709648735120e+00
8.806066145330909478e+00 9.710488955284524160e-01
9.847912998779062121e+00 7.056599811487166418e-01
1.164963545560329727e+01 1.061073573827695293e+00
6.517357059153265020e+00 1.312125428709236541e+00
1.013138927536065736e+01 4.250999528965079266e-01
1.024241637915780601e+01 8.862012094477551560e-01
9.960469024852312003e+00 7.765782816897127683e-01
7.219450808602136505e+00 9.050760318592148135e-01
9.569703605924928524e+00 3.930325661916123647e-01
9.702497114976182502e+00 6.369949089708759615e-01
1.003447149595606547e+01 1.111100668044906037e+00
9.248543497468080687e+00 8.758962355083224072e-01
9.641452798535116386e+00 5.393830981621228204e-01
8.312589520853320479e+00 1.124334047853738028e+00
1.184593158420359060e+01 1.000863955123500126e+00
1.138555116627812325e+01 1.122362397043584314e+00
1.132144207526207147e+01 4.555296569514493132e-01
1.041373593237349127e+01 6.289699188268176311e-01
1.044981219182379384e+01 1.015915154537951004e+00
9.236810517112832741e+00 7.656015134380035336e-01
1.082632163327804520e+01 8.343043310059061746e-01
9.741164954130429265e+00 7.662744623816181155e-01
1.276083283132379265e+01 1.010690957761081865e+00
9.519277128324617365e+00 6.274571931012392634e-01
1.049925426529619621e+01 4.885604377355509120e-01
