R M
9.462514634642547051e+00 5.772336618085125437e-01
9.853629668605160319e+00 5.714296692977074432e-01
1.043561435002275495e+01 1.018415126185196806e+00
9.927243218484981924e+00 4.603587165715640195e-01
9.553847321631995015e+00 5.742613228964249528e-01
1.085391053227550096e+01 8.009176938762402331e-01
9.892458842173136091e+00 7.458154542662012165e-01
9.708938104496100507e+00 9.242542794274489770e-01
9.138570520422707233e+00 8.528378562539340457e-01
8.786933271644459253e+00 7.912155868410459814e-01
9.114726963253190206e+00 9.090199269516275882e-01
1.034174136612179140e+01 7.787542537038125712e-01
1.058297184724524698e+01 6.030918039461384828e-01
9.730763895934494201e+00 7.549726438192286837e-01
8.334829155126630695e+00 9.091335685692163437e-01
8.487084191098862362e+00 9.882908105954707478e-01
1.129284830842596321e+01 6.161576783096005538e-01
1.124001299774221607e+01 7.089139433993776329e-01
1.112922924926797563e+01 9.473028325061840782e-01
9.804841291395653968e+00 7.577863091942261820e-01
8.639637002445439862e+00 8.418950602996488897e-01
9.077180944086009617e+00 9.868540473428322191e-01
9.928579705294387381e+00 5.808617340688272401e-01
9.707870547380052173e+00 8.510615341892939778e-01
9.350844022135511580e+00 6.611608746115017476e-01
9.978228287309050870e+00 4.406175580445362283e-01
8.784247480597898061e+00 1.025765875345120648e+00
8.944584844823991077e+00 6.208716242105516425e-01
1.083043742569737233e+01 4.744437305374107350e-01
9.108381009114557614e+00 6.193218304454704004e-01
1.154568324385586564e+01 5.447289785858090427e-01
9.646518909552476373e+00 8.289802386222909769e-01
9.179287969512174072e+00 4.828818178359836066e-01
1.041422177450983177e+01 6.078685187556088776e-01
9.249425930221022440e+00 1.081574842774134293e+00
1.174828696988721966e+01 8.288686945113108440e-01
8.874139875464083005e+00 1.237957506181212697e+00
8.857146807480091866e+00 8.795721646342756772e-01
1.009138332731050802e+01 7.729461451208576861e-01
9.225810734092856791e+00 5.211194449593686828e-01
1.072955606031594300e+01 6.026440323758099904e-01
8.280928984908182855e+00 7.923055096344224779e-01
1.118715977788085425e+01 8.115468124443074860e-01
1.072463270903538657e+01 8.700953010840100088e-01
1.089534007658157932e+01 9.865679978309773723e-01
8.905877039043224030e+00 8.517484025462274122e-01
8.912598810276374905e+00 6.002540097064318347e-01
1.057268725269273801e+01 7.802974096515686853e-01
9.060686710332397809e+00 5.670829047098366882e-01
1.075193972272299803e+01 6.117390894680014846e-01
9.045146394400937595e+00 8.186622837490105109e-01
1.008015189549010415e+01 5.683752745865702227e-01
9.783653187144773611e+00 5.977848286297544611e-01
1.119692754916119881e+01 8.412212216702761314e-01
1.039709325583197952e+01 6.642747447020441731e-01
1.028594075519677631e+01 7.412619296491350651e-01
1.122210912699614838e+01 5.170475725577149406e-01
8.827616286088222353e+00 1.045174494814166577e+00
9.039174411992329183e+00 1.081886833683579852e+00
9.899807989826015842e+00 1.084435356505633941e+00
9.959105112594389908e+00 6.454495823096044749e-01
9.768616960760985179e+00 7.398336191157155461e-01
9.069438027675520431e+00 4.650972683663189278e-01
1.019341230827856393e+01 6.610812757521786764e-01
8.802716865870724661e+00 8.310565039128593456e-01
8.318050273774604264e+00 6.922063553954079795e-01
8.534624439101197169e+00 7.746534730007537117e-01
8.494971378142896157e+00 8.688140036230447283e-01
1.046660831497176147e+01 5.694243854512286429e-01
9.977581164047133910e+00 1.207453439638838777e+00
8.227821990006441766e+00 1.043188077773642419e+00
8.461617001320920650e+00 6.165421706042167882e-01
9.397081579789205108e+00 1.136387193064295031e+00
9.806993316559124096e+00 8.409601040029484054e-01
9.659242418911919259e+00 7.146047063154825629e-01
8.099412174405731690e+00 1.072484091069771717e+00
1.287394740532177906e+01 6.465858455843338515e-01
1.016634599430687658e+01 9.431584112344733040e-01
9.648276532425846597e+00 5.637577871365355708e-01
9.808015315381055643e+00 6.140052729850847824e-01
1.040819206551176279e+01 7.207790978590636888e-01
8.642342672515123780e+00 9.001331971777131180e-01
9.530833844596566351e+00 1.114519986011579533e+00
8.957194392603355482e+00 4.724639160376041813e-01
7.881380999170989554e+00 5.797039271222491630e-01
1.034824048195789103e+01 4.910530701081081140e-01
9.237883276915900055e+00 6.653217786918238508e-01
9.258184602343684233e+00 4.976106806314961606e-01
1.016722837598893037e+01 9.007510071246189742e-01
9.946144301445226432e+00 8.924013752821629009e-01
1.034369668353340188e+01 5.783498223072103261e-01
1.047696430301592585e+01 4.841593087747404489e-01
9.411650500580405421e+00 6.986194287236935363e-01
8.093586516235063755e+00 8.489187524483419178e-01
9.358146485598783926e+00 7.381556112061333774e-01
1.050135511134983091e+01 9.967602434895501684e-01
9.406634413385425830e+00 7.172302414535773885e-01
9.184262975007898788e+00 8.573090318160725420e-01
8.119104319780902301e+00 7.764213826707525579e-01
9.336125844673166085e+00 8.497225385083988503e-01
1.040068099308506788e+01 5.758135373635149268e-01
9.321817040557645484e+00 7.958747632853511167e-01
1.155216511851924643e+01 7.064032301010869652e-01
1.085887635605169343e+01 8.893977872336372714e-01
1.035636382863426519e+01 9.941368487019740519e-01
1.095183216551830263e+01 5.860144073834596679e-01
9.396544990406354714e+00 6.286011631541286171e-01
1.151860440102151095e+01 9.546630196583945072e-01
1.093272958722326393e+01 5.740858920806960475e-01
1.172774139343830058e+01 7.583544130069239664e-01
8.704133173437735849e+00 6.404683030841755720e-01
9.568462506966344705e+00 7.878916858664726242e-01
1.018674050106544193e+01 6.042040056506992052e-01
9.787047172252803406e+00 9.540248123794348167e-01
1.084444597660669807e+01 8.199532314651389875e-01
1.056853501144019702e+01 6.924327406045970301e-01
9.288707616727769789e+00 1.034934813501380502e+00
9.227664624724663867e+00 6.030254357650048913e-01
1.034571069868985482e+01 7.386888352330509555e-01
1.012368361918475657e+01 8.890314668837334677e-01
1.042266979895723011e+01 8.717354444727039020e-01
8.442947428324547587e+00 7.189334656098975707e-01
1.017631409490150851e+01 8.672292248632301748e-01
8.443414250558273437e+00 7.972498497595766898e-01
9.825065390290351530e+00 9.604807350127759769e-01
8.830336780029718113e+00 8.362669601463176283e-01
1.003975883858266194e+01 5.973888080477789408e-01
8.638475239476106182e+00 3.488658740149223614e-01
9.568564643171182382e+00 9.164574559586280422e-01
1.107137601467653276e+01 7.255456603934072879e-01
1.048514911317012199e+01 6.553088787874965515e-01
1.092337135349221455e+01 8.129307391978165542e-01
9.469036813072738923e+00 7.223377938469235371e-01
1.050121805591906643e+01 4.861618997899792016e-01
1.106198018046888443e+01 8.128350860115687304e-01
1.132025639260110594e+01 8.319960216273321052e-01
1.049226931945008445e+01 7.538994591740109108e-01
1.010377008018133616e+01 7.646521365261305103e-01
9.621133433010633951e+00 4.992064497024021330e-01
1.061668761101391034e+01 7.558454073410094676e-01
9.133429131037944515e+00 6.318155038173129956e-01
1.029535939718854110e+01 4.934263909782355961e-01
1.029992800026489519e+01 8.058924060063041850e-01
9.164196152634072945e+00 5.472741866323307391e-01
1.064574901579563360e+01 7.106157937329817820e-01
8.918004623678065457e+00 6.309786354057929092e-01
9.588190227420962941e+00 1.022693408263053882e+00
1.069953399684455420e+01 8.810106290017293285e-01
1.059485811874651162e+01 5.855939454215595141e-01
9.840013062380300823e+00 1.223257926060851153e+00
9.037837294869017768e+00 6.317168098067136306e-01
9.325470200105620222e+00 7.979788459105330301e-01
9.759095088795074702e+00 7.261562992508187042e-01
1.106049736999131383e+01 1.030198350461511758e+00
9.093600417416876525e+00 8.419224372178257809e-01
8.794305786296687799e+00 9.127971637019202111e-01
9.881045413577957959e+00 5.741484556202646194e-01
9.410896574334977061e+00 6.160233210208426735e-01
9.739046444713210349e+00 6.647645223749470977e-01
9.449945678319162212e+00 4.640079288870619378e-01
1.010682824142327263e+01 6.730027080869931400e-01
9.867074768380692973e+00 7.645365224920424030e-01
9.667902336675194164e+00 8.511812979203883245e-01
8.670068056514368848e+00 8.904848534015252781e-01
9.141673565857409756e+00 6.751391770735808429e-01
9.990086946495692288e+00 9.656291633223265114e-01
9.103464434717519538e+00 5.276246848617407448e-01
9.719001014174644126e+00 1.316847867953551798e+00
9.743159760973215455e+00 7.959959606626711981e-01
9.114555800307222455e+00 7.357039045140285616e-01
9.568674334236078494e+00 8.390661023286238862e-01
9.130299059930628403e+00 8.226800847155626428e-01
1.136890110877257598e+01 9.760392935382056212e-01
8.505215425096686488e+00 4.412863429079986188e-01
9.977523835403651731e+00 5.756692228291526714e-01
1.123943033868850705e+01 6.091318138496260026e-01
8.685884213319713609e+00 9.108995643030666223e-01
1.221199865779690441e+01 7.964418749853792168e-01
9.150631476061546365e+00 9.119833977268942959e-01
1.010295246193483365e+01 6.162078559266521705e-01
9.164666969262292184e+00 3.425301244727832484e-01
9.207951137816902332e+00 8.426000507240569704e-01
1.072587581040979288e+01 7.982255962588625797e-01
1.180934223100349811e+01 7.166721893257128606e-01
9.527677520063880579e+00 1.022340117440001306e+00
9.359248983627246332e+00 5.229726008959776351e-01
1.041251259731363810e+01 7.721773367864224191e-01
9.567482465101365463e+00 4.130409436867278350e-01
8.826449135092264697e+00 3.417520018877815424e-01
9.937797850610703421e+00 1.159954247201444577e+00
9.108890884419363232e+00 4.749070423917255979e-01
9.484421864651491063e+00 9.802655739090375686e-01
8.918860701611723840e+00 1.042994344760644676e+00
8.618235974211000183e+00 1.213738626035016255e+00
9.586469054335641005e+00 8.080593196888856689e-01
9.911787276222014498e+00 9.984896520340734716e-01
9.437678631648269700e+00 4.974793807512072341e-01
8.569855666599366373e+00 9.168966676521786985e-01
9.505536464420863751e+00 8.320849754072086046e-01
1.008049751229656366e+01 1.170216917569696591e+00
1.086959194372817272e+01 5.150025555498823904e-01
9.539147613786946422e+00 9.926751145636836249e-01
8.663964916562937546e+00 7.581906369839770399e-01
9.641633111803045608e+00 5.234231362552201894e-01
9.653833879613566538e+00 6.965612405922265715e-01
1.013546999316640118e+01 5.223103561132083072e-01
9.188066072607288248e+00 7.622009874430453191e-01
1.013849648710073481e+01 8.736786882043690028e-01
1.115217315046516333e+01 9.058517492562547790e-01
1.102366942120359816e+01 5.541357031486515705e-01
1.012248742314514871e+01 6.812817401137671869e-01
9.147444345448384695e+00 7.652423123227161117e-01
8.445369992898431377e+00 7.945867595106484993e-01
1.034009213634254287e+01 5.775272428113775725e-01
1.020360074128347172e+01 8.478786000541118639e-01
1.178915819697431822e+01 8.218405321174535594e-01
9.377785283335647648e+00 4.135949459703674447e-01
1.019970446344110826e+01 7.103364349830627589e-01
9.742557373949741972e+00 6.054959601886769072e-01
1.059011057012930301e+01 6.671751596944510698e-01
1.030722010348195283e+01 7.289728051019042088e-01
9.982973964576331127e+00 8.945554763714624880e-01
1.018801119462859539e+01 9.653667811413595423e-01
1.010456512863996181e+01 6.108106231187674373e-01
1.071220538595355976e+01 8.294324316874734926e-01
9.149419989229693684e+00 8.067532223320564855e-01
9.101196764160057739e+00 1.043988482846236465e+00
1.137338396210061831e+01 7.507481976049557026e-01
7.823462673461333061e+00 9.095516288691430917e-01
1.018895633392808797e+01 5.068768877365252834e-01
9.275128557414415553e+00 9.439622568549809190e-01
1.071961760011680020e+01 7.548293658634699366e-01
1.153980965769806488e+01 6.527110375463854863e-01
1.025014884069130972e+01 7.893701290993845321e-01
1.005891002561850556e+01 6.763237616765820359e-01
9.291731253764551113e+00 1.036295154892455717e+00
8.087308213790970868e+00 8.147517861760144031e-01
8.375333131710558376e+00 4.962155801832572877e-01
8.059014090132953001e+00 1.017272756700331460e+00
1.081174211797902274e+01 5.271958221467748507e-01
9.649219042196843787e+00 6.499561985497647187e-01
1.058693832413998948e+01 6.638141676645732403e-01
9.095708226876507041e+00 7.485543504459242214e-01
8.873371097659504159e+00 5.291300045513339656e-01
1.010206920725791768e+01 6.212430909943791324e-01
1.065276285970098158e+01 8.550725741656894918e-01
9.573777317554160504e+00 8.561724981048768335e-01
1.018696447848301112e+01 7.593092754708651304e-01
1.091368848181921791e+01 6.166942097792514899e-01
1.081774423587572898e+01 9.431791899863146700e-01
8.551741271608342743e+00 8.312417057611101168e-01
9.180845069254132795e+00 7.755327335854620419e-01
9.522846960157467677e+00 7.726320778452950844e-01
7.815150637847247950e+00 8.982175038799651290e-01
9.179773713765381871e+00 3.533756810832290318e-01
9.817959523897059171e+00 6.130745417587732948e-01
1.102380652804397698e+01 5.243040063504883497e-01
8.668890569831368964e+00 8.052544785169042374e-01
9.590691654218018058e+00 6.042883038244448723e-01
1.038677483016512149e+01 6.487498723279674362e-01
9.307623785641929715e+00 5.694949830084431452e-01
9.679687823928178503e+00 8.387457210393982621e-01
8.174549540629646671e+00 5.255532782591332275e-01
9.668809365306554326e+00 8.317697478056906846e-01
8.895959967533157098e+00 8.942830782942333689e-01
8.881195372054900616e+00 8.978644112338856065e-01
1.019822818060733383e+01 9.161561220975664721e-01
1.098807144293451366e+01 7.197654722636794844e-01
9.381721071839381310e+00 8.978888468128292111e-01
1.006779034078248003e+01 9.262814203834366378e-01
1.045413294123825310e+01 1.008007198514367708e+00
1.115703670904345834e+01 9.211033828676269408e-01
9.528541655594976234e+00 8.974426370736862113e-01
1.108016906001839175e+01 5.614100505356793835e-01
8.896882054239121373e+00 7.966755240261591542e-01
8.746848218135946595e+00 7.394486869352920877e-01
8.918194491267774637e+00 7.236853315812068477e-01
1.157271859494681365e+01 7.074336852895273253e-01
1.103595076183892942e+01 6.757316721175677943e-01
9.168161274732575805e+00 6.741463625892474276e-01
9.266261118500976224e+00 7.188335792052027440e-01
8.812300059599117219e+00 1.021563664596452981e+00
1.105076101526308285e+01 7.141964944786924896e-01
8.642490772094992835e+00 1.032656057011282602e+00
1.002938781176574246e+01 1.030093560597778346e+00
9.915450787496187246e+00 9.275347601468768577e-01
8.089714167095966246e+00 9.175028972015222273e-01
1.081184334197107688e+01 5.497415061210085829e-01
9.203355026365244385e+00 6.640342407140034098e-01
1.031824101439390873e+01 7.183758188223869912e-01
1.137509409055969201e+01 9.535204856213774782e-01
1.086474415625460210e+01 8.469636686351673660e-01
1.096410793650165516e+01 7.470851300104146553e-01
1.002512022952107351e+01 8.311252625947667116e-01
9.994090239246297358e+00 6.091249019026133693e-01
8.806106729195667171e+00 7.734571336919409124e-01
9.614688765225329448e+00 8.780711627299634392e-01
9.042435876952595208e+00 1.050743353911453237e+00
9.079305145104164865e+00 8.622330095428581975e-01
8.900997702887405438e+00 7.179423092886281221e-01
9.857999476337429456e+00 4.862178651639305071e-01
9.513507227868803540e+00 9.354943319320174755e-01
1.031357795229493846e+01 8.383308874037553871e-01
1.115084101504984382e+01 7.394747651932722654e-01
1.029183039783506359e+01 4.304891979086975518e-01
8.384128198924241104e+00 9.821258429474971630e-01
9.008432262899798815e+00 8.308656877766700255e-01
1.012622735141268748e+01 8.153342577772331179e-01
1.071687638266401343e+01 9.382956046072423728e-01
9.768433935529630574e+00 4.668724739866896289e-01
8.527865927315051664e+00 8.135126893512720780e-01
9.442710764838029291e+00 5.880924193569125880e-01
9.300103816665174605e+00 4.061193520926561495e-01
1.003969799213725622e+01 7.703507356256005245e-01
1.018013349711258542e+01 4.979535745754376519e-01
8.555758950757823555e+00 6.903145357176628805e-01
9.095753331802271191e+00 7.879489780842308111e-01
8.125161695372593584e+00 8.620851164395516575e-01
9.672891083435635196e+00 6.244959346988010473e-01
1.020546795833385900e+01 7.520856654385674744e-01
9.889034410233824346e+00 4.439556993550272113e-01
1.088580160505987138e+01 6.575374740340725888e-01
8.148703982369646326e+00 6.064885416350191960e-01
8.731955211698645414e+00 1.196966083950864457e+00
8.481075947689127759e+00 8.654745693940794071e-01
1.012910949828784268e+01 6.068756936130643709e-01
1.048473660502872207e+01 1.073404942947958407e+00
1.001881236327304414e+01 5.510682316903132705e-01
9.307400321336574578e+00 7.793879818099025414e-01
1.044459668157892729e+01 5.290582264048564465e-01
1.109550794169366839e+01 6.318974507064915036e-01
8.928199019990714191e+00 8.694352772209559266e-01
8.938615555021744541e+00 6.721675012106370639e-01
1.042628632786301601e+01 6.330816826800095276e-01
1.150998965400416729e+01 1.026837631256856342e+00
9.009745919898067612e+00 1.242878788244384580e+00
1.124016208016230678e+01 7.250022420782649135e-01
8.453615716336532415e+00 8.566015168276746028e-01
9.394948301603029961e+00 7.559256572428281196e-01
8.857073440716799695e+00 5.812400009098380727e-01
9.928992075931168060e+00 6.261254888809524299e-01
1.017224407331430847e+01 9.510974208549276554e-01
1.172304169232765503e+01 1.002318284206506593e+00
1.005193874123265552e+01 5.746931350736125266e-01
8.116326753817789452e+00 6.163400081176901857e-01
1.063432531306349738e+01 8.669607577991162994e-01
9.075069040879455429e+00 5.223188643849185908e-01
8.799539303688117542e+00 5.041632810055753922e-01
9.301928853002280562e+00 4.689304312025729948e-01
1.029314014483721706e+01 9.172117242983834906e-01
1.007942706534738164e+01 7.542333779415066886e-01
9.455489580513191328e+00 1.029260048971666119e+00
9.416670091115415531e+00 7.622320756282836562e-01
9.965237577565943639e+00 5.860052493693526099e-01
9.781639406536182690e+00 4.942363523532221636e-01
1.048370696583958050e+01 8.131306332573653428e-01
8.265731954030901107e+00 9.758540959897400446e-01
9.030444046170567063e+00 4.183845902899460123e-01
1.120306006503350460e+01 7.258124670382561927e-01
9.944048802035887036e+00 9.364866408455928548e-01
9.050037307807187403e+00 7.018337737310116342e-01
9.647904590266836777e+00 4.548103584154984391e-01
9.941931885329157836e+00 5.441227786701260394e-01
1.033858439007924446e+01 7.165874141031742806e-01
1.029154700950211954e+01 5.733027929869712880e-01
1.023445037751415931e+01 5.601951812628850336e-01
9.227350584338799067e+00 8.610197920040297825e-01
9.548907115410035118e+00 6.670543234451145054e-01
1.033664683325659794e+01 8.158558660293090403e-01
9.967754480694020813e+00 5.903642953065212362e-01
1.054850109765491695e+01 8.298373784336223746e-01
1.051934873159217787e+01 9.094856545082563581e-01
9.578425016081768106e+00 9.959323008185163584e-01
8.593224198423525806e+00 8.707482443821598084e-01
1.082495649476486932e+01 6.709572075468661634e-01
9.229938035612168079e+00 8.289077638766371159e-01
9.742092847708146763e+00 9.537515832930569815e-01
1.051904283288047104e+01 8.642258974035597063e-01
9.042837254208665243e+00 7.251572180004650647e-01
1.278873903002429557e+01 7.760610316335769809e-01
9.036562279480097715e+00 1.052189288897841024e+00
8.600057726954160486e+00 1.079931793122941741e+00
8.911943253155007127e+00 6.586150650976094756e-01
9.562363488079997254e+00 5.283633165829806355e-01
8.843186123411912902e+00 8.922087412699213349e-01
1.110975932288023671e+01 6.775715575230357723e-01
9.330734663081404534e+00 6.522768192249173147e-01
8.366461295812328558e+00 6.506343627184578704e-01
8.931138716869263305e+00 5.300749970730062044e-01
8.653248621911375338e+00 9.035224483301221854e-01
8.252910117301730963e+00 8.067605998512979992e-01
1.002962609764466784e+01 5.369826573134343084e-01
1.005625525546083487e+01 5.776092500806255803e-01
9.825928389990348677e+00 5.521650395231700870e-01
1.023243447678772888e+01 5.258398143023680360e-01
9.879397081511211098e+00 6.285467033832232708e-01
1.005981049330281785e+01 6.494507040120437447e-01
9.156726313332132605e+00 9.169284823037699983e-01
9.945111932678971201e+00 8.221621202442646048e-01
1.014557986464320294e+01 5.430481658047255911e-01
9.843615766421851987e+00 5.866361535052062592e-01
9.131869049364865987e+00 1.128788899663342171e+00
1.170994277627700519e+01 6.000244292817134006e-01
9.163718295810515002e+00 7.031433017200355851e-01
9.149725464549774756e+00 7.408607408662097882e-01
8.466745738146311595e+00 9.541755261386315468e-01
9.190461633744188674e+00 5.062312414019799478e-01
9.781740894747589010e+00 8.108056469748273765e-01
9.170874983103249889e+00 6.694573856296656134e-01
9.849499814961514943e+00 1.043972377714414979e+00
1.012669198384604563e+01 9.347075650512171041e-01
1.001305689153605627e+01 5.371389518602478486e-01
1.014671181262796829e+01 6.485542466184553989e-01
9.815038738140717811e+00 5.439372966876295790e-01
9.957552233565763800e+00 9.446280749682789413e-01
9.947376143402996362e+00 6.321820838846992086e-01
1.042488075036017925e+01 5.874307098470987754e-01
1.068883934322988694e+01 1.360046031129834798e+00
9.164774960438649032e+00 6.733445516448024470e-01
1.136284108628178302e+01 5.963513262164543693e-01
1.024069882937501674e+01 5.772841728809773310e-01
9.637583318009346200e+00 9.587664998573497410e-01
1.027171885062015200e+01 8.103614883624392640e-01
9.987169554198784382e+00 9.727228148150369735e-01
1.037596503714272878e+01 7.593175021035477590e-01
9.931906903255161012e+00 4.436564116034662497e-01
8.960288342226206737e+00 1.051553010190238613e+00
1.004493309282434588e+01 7.627579742031178611e-01
9.601636621987218234e+00 8.591530929862354338e-01
1.042432839598837191e+01 8.393537981204695075e-01
1.007864942256640362e+01 6.163398070815988561e-01
8.011819997110722014e+00 7.586635956602140185e-01
9.850866460281750392e+00 8.503017168018356386e-01
9.502256782002387325e+00 6.720669851295002495e-01
9.676426653849706128e+00 5.347272121388286781e-01
1.008564517224593615e+01 5.041698516092760762e-01
8.383153885837710817e+00 6.206274858079735557e-01
8.950850466502359382e+00 6.713381321836584537e-01
1.032273754877612859e+01 5.660959705979241585e-01
1.094627886198448508e+01 6.576482106343456424e-01
1.009677972063319373e+01 7.418393529367401928e-01
1.013244670989194773e+01 7.020531711582298495e-01
1.018564311063354566e+01 8.766663677138389899e-01
8.753772483818552885e+00 7.400567641481958781e-01
9.200395873969274163e+00 5.529621971619534948e-01
1.054197182452749182e+01 1.158241563682134379e+00
1.121231549755755452e+01 7.558743494571795729e-01
8.570995034988014183e+00 5.157284339578844801e-01
9.972682247362570251e+00 7.867443370475667441e-01
1.022861457780813765e+01 8.261358778038364603e-01
9.998581885112699297e+00 1.134035431463620291e+00
8.424147238973652918e+00 7.138596187648825753e-01
1.279386034952586471e+01 1.056309138966929240e+00
9.783642793638616553e+00 5.455440675488865132e-01
1.137489143250958712e+01 1.053291764761876914e+00
8.898374432113069332e+00 7.632398076131481357e-01
9.599109581467068608e+00 3.850969534341815437e-01
1.048043813706700078e+01 5.296853486391410737e-01
8.306492406995110045e+00 8.370821391427125668e-01
1.100307511410085048e+01 7.742555938144197736e-01
9.940186322437989830e+00 9.107018662439412271e-01
8.993981679613964886e+00 5.212894005329659075e-01
9.306587631282532413e+00 6.747243245594474192e-01
1.008225070077560304e+01 8.178164235512368485e-01
9.835659980037897654e+00 7.121121968600414576e-01
9.442156250982922217e+00 1.254672256388766449e+00
9.744338667534389486e+00 9.882030233174949885e-01
1.004488330498410598e+01 7.629723561403809473e-01
1.076800127001339646e+01 9.143500416311322043e-01
9.640945776051516702e+00 8.058321600315004885e-01
9.750101609510377187e+00 7.404297581119703153e-01
9.831352882649753155e+00 1.042855534759499214e+00
1.000933562339517557e+01 8.818197750612974950e-01
1.161669525667509362e+01 8.546177300596085047e-01
8.550690651949166110e+00 9.002657848324324696e-01
1.105925634158024806e+01 7.426127503660120421e-01
1.214796603479354431e+01 8.481777142665603009e-01
8.308079885384216823e+00 9.200746393584828819e-01
9.159873411405760280e+00 5.701467663971018229e-01
9.733173143746338241e+00 8.884603409657317874e-01
8.231841330511239008e+00 9.927428962780976418e-01
8.513342274386207720e+00 5.831352090881026795e-01
1.061765115834928253e+01 6.745966415774864444e-01
1.015929889449477486e+01 9.405478952571353357e-01
9.853945880611135522e+00 5.525960684864283934e-01
1.205889422881981865e+01 7.598699173522672767e-01
9.303202283300795017e+00 8.927304353678051640e-01
1.088904960472111760e+01 1.229340143006022235e+00
1.053563331635278111e+01 5.079694011140993837e-01
1.135734323374783727e+01 5.503790504048575727e-01
1.132320506442061259e+01 8.509947269889632793e-01
9.064978975494796032e+00 9.148122132885605495e-01
9.395770785789494539e+00 5.210418282512246924e-01
1.046028958762192929e+01 8.336551058860970365e-01
8.982650372319778143e+00 1.007421867994549913e+00
9.618727237873354596e+00 6.395284893590580388e-01
8.852570953935218867e+00 8.393956028262109514e-01
9.972334277006513759e+00 5.022095490735866141e-01
9.715401421617745115e+00 7.215356505279431065e-01
9.982456580687095737e+00 4.981730649081878015e-01
1.068309426453183164e+01 9.376141246480094171e-01
1.061743419935177890e+01 5.366971410170806589e-01
9.538668566959113804e+00 9.558408076639592910e-01
8.838161241553621039e+00 6.519968108398351836e-01
9.825813379002875436e+00 9.892146718348044931e-01
1.093665534292411934e+01 4.881826740125282393e-01
1.097230689295901840e+01 7.003320158265226025e-01
9.863194657624603678e+00 6.440872228841874048e-01
8.226771689422385236e+00 1.073667391154885742e+00
8.893589425530691983e+00 8.235282828392544996e-01
9.440216849035595104e+00 5.850086634653095530e-01
9.828500082269876259e+00 6.008764288022361288e-01
8.461938903150004521e+00 5.109944286185441609e-01
1.094753214788747187e+01 8.651751948689521132e-01
8.845764725928992434e+00 5.337309232389209068e-01
1.002200630197878439e+01 5.864599147290322501e-01
1.101288324652817074e+01 7.887027493354201724e-01
1.027480506736092813e+01 7.095950438188998177e-01
8.434120357396396983e+00 8.745994454930543505e-01
9.401627964704845297e+00 5.529377596001519013e-01
1.061991590710884381e+01 6.641668203161346096e-01
9.437161590624619123e+00 1.146976733939871540e+00
9.082549578938110102e+00 4.217027084672982928e-01
9.276932052006159779e+00 7.460034208303800707e-01
9.439877601899056003e+00 5.395895294618742177e-01
8.660930790712269456e+00 5.867285451780567263e-01
1.118231214240801030e+01 5.462492361140608432e-01
8.687465966027435371e+00 7.284474814860557590e-01
1.139614088134847592e+01 5.873185181767301977e-01
9.214680614511113532e+00 6.588520871821164082e-01
1.012301458979582591e+01 1.117388719642030903e+00
8.766640708715350172e+00 7.998086807901252371e-01
1.070115274780981451e+01 6.221009780559755287e-01
9.643766078817133547e+00 4.856221579114431974e-01
1.115820355392979835e+01 5.405802458334145744e-01
8.822164769938117601e+00 4.553412635888514082e-01
8.870346619068849137e+00 6.401879311221134738e-01
1.088916164627025474e+01 5.904661628374684446e-01
9.408948582786887727e+00 6.101606148383003081e-01
9.822507878887151378e+00 7.071936490716772550e-01
9.707644665480476220e+00 7.961615147303866546e-01
9.567225898484171154e+00 6.520743202279067896e-01
1.145605423039486759e+01 8.888350790564791826e-01
1.074128742780237289e+01 5.403202909865658654e-01
9.340582141824286921e+00 1.160094871825293916e+00
9.514964274162014846e+00 7.930730449100984458e-01
1.019571670115703732e+01 7.003304049632700368e-01
9.980140090610181147e+00 8.671583503963613548e-01
1.088995216140463285e+01 1.029174774107085799e+00
1.128166245725539696e+01 7.722798197852347446e-01
9.405066435735019326e+00 7.198778303135815460e-01
9.259001993131976249e+00 5.217945312842993122e-01
1.043223779835475895e+01 5.023471961846696088e-01
1.064889153578522141e+01 9.230564359603312674e-01
1.184053018938900692e+01 8.347813025224204431e-01
9.399588467598862351e+00 7.038371696216096929e-01
9.783549515277272235e+00 9.167868490949808713e-01
1.042856981674164984e+01 5.424228223089964107e-01
9.316305619339841471e+00 1.200791292874546556e+00
8.846247295373384389e+00 5.702618275590698449e-01
1.013821067284139055e+01 6.950013089666712274e-01
8.852768468769964372e+00 7.255920088511302879e-01
1.006523883211679049e+01 7.256762513393174574e-01
7.979492573015798840e+00 8.945989759268303532e-01
1.078686896044717969e+01 1.043321218695398622e+00
7.934502944703827332e+00 6.599728355888908604e-01
9.717825884371748657e+00 4.624736330662910788e-01
8.531742296219274380e+00 8.951331186553106445e-01
7.885479477089290867e+00 6.996941115715181736e-01
1.047053900302293883e+01 7.034228932846614546e-01
8.680770735487621792e+00 1.154052646045198083e+00
9.894187221791224118e+00 8.638402580105488671e-01
1.102575097828268014e+01 7.045982423231926806e-01
9.319508636542945368e+00 7.741203722547549404e-01
9.352991303520113320e+00 4.983673071035494839e-01
1.051358462180273179e+01 6.037309514679425337e-01
8.649886964841222436e+00 6.879511896367601631e-01
1.024950687125564031e+01 7.353291724817905273e-01
1.004738504558051204e+01 1.289513979864631565e+00
9.741604970683582110e+00 6.992376240167658130e-01
1.051298966622531950e+01 8.750408733070216272e-01
9.228459986592174147e+00 4.354364967023468536e-01
9.308427021027565473e+00 5.896141403721332219e-01
